# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "example_data/genome/mm10_chr19/gencode.vM25.primary_assembly.annotation.ch19.gtf" "-o" "feature_count/counts.s2.strict.txt" "-T" "4" "-g" "gene_id" "-Q" "20" "--minOverlap" "1" "--fracOverlap" "0" "-p" "-B" "-C" "-s" "2" "mapped_reads/KO_D0_1_S2.bam" "mapped_reads/KO_D0_2_S8.bam" "mapped_reads/KO_D2_1_S4.bam" "mapped_reads/KO_D2_2_S10.bam" "mapped_reads/KO_D8_1_S6.bam" "mapped_reads/KO_D8_2_S12.bam" "mapped_reads/WT_D0_1_S1.bam" "mapped_reads/WT_D0_2_S7.bam" "mapped_reads/WT_D2_1_S3.bam" "mapped_reads/WT_D2_2_S9.bam" "mapped_reads/WT_D8_1_S5.bam" "mapped_reads/WT_D8_2_S11.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/KO_D0_1_S2.bam	mapped_reads/KO_D0_2_S8.bam	mapped_reads/KO_D2_1_S4.bam	mapped_reads/KO_D2_2_S10.bam	mapped_reads/KO_D8_1_S6.bam	mapped_reads/KO_D8_2_S12.bam	mapped_reads/WT_D0_1_S1.bam	mapped_reads/WT_D0_2_S7.bam	mapped_reads/WT_D2_1_S3.bam	mapped_reads/WT_D2_2_S9.bam	mapped_reads/WT_D8_1_S5.bam	mapped_reads/WT_D8_2_S11.bam
ENSMUSG00000043531.16	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	50143299;50143301;50147660;50147660;50150967;50152692;50152692;50152760;50152953;50153054;50153054;50153054;50153054;50153054;50153054;50153054;50168519;50168519;50168519;50168519;50168519;50168519;50168519;50168519;50175050;50175050;50175050;50175050;50175050;50175050;50175050;50175050;50176059;50176059;50176059;50176059;50176059;50176059;50176059;50176059;50181402;50181402;50181402;50181402;50181402;50181402;50181402;50181402;50182653;50182653;50182653;50182653;50182653;50182653;50182653;50182653;50190021;50190021;50190021;50190021;50190021;50190021;50190021;50190021;50210649;50210649;50210649;50210649;50210649;50210649;50210649;50210649;50222123;50222123;50222123;50222123;50222123;50222123;50222123;50222123;50225099;50225099;50225099;50225099;50225099;50225099;50225099;50225099;50226742;50226742;50226742;50226742;50226742;50226742;50226742;50226742;50228200;50228200;50228200;50228200;50228200;50228200;50228200;50228200;50230211;50230211;50230211;50230211;50230211;50230211;50230211;50230211;50232271;50232271;50232271;50232271;50232271;50232271;50232271;50232271;50232615;50232615;50232615;50232615;50232615;50232615;50232615;50232615;50241948;50241948;50241948;50241948;50241948;50241948;50241948;50241948;50252534;50252534;50252534;50252534;50252534;50252534;50252534;50252534;50259754;50259754;50259754;50259754;50259754;50259754;50259754;50262249;50262249;50262249;50262249;50262249;50262249;50262249;50288089;50288089;50288089;50288089;50288089;50288089;50288089;50312966;50312966;50312966;50312966;50312966;50312966;50312966;50333459;50333459;50333459;50333459;50333459;50333459;50333459;50378897;50378897;50378897;50378897;50378897;50378897;50378897;50475385;50475385;50475385;50475385;50475385;50475385;50475385;50636428;50636428;50636428;50677907;50677907;50677907;50677911;50677911;50677911;50677911	50144147;50144147;50151351;50151351;50151351;50152920;50152920;50152920;50153159;50153159;50153159;50153159;50153159;50153159;50153159;50153159;50168618;50168618;50168618;50168618;50168618;50168618;50168618;50168618;50175181;50175181;50175181;50175181;50175181;50175181;50175181;50175181;50176171;50176171;50176171;50176171;50176171;50176171;50176171;50176171;50181525;50181525;50181525;50181525;50181525;50181525;50181525;50181525;50182786;50182786;50182786;50182786;50182786;50182786;50182786;50182786;50190207;50190207;50190207;50190207;50190207;50190207;50190207;50190207;50210820;50210820;50210820;50210820;50210820;50210820;50210820;50210820;50222236;50222236;50222236;50222236;50222236;50222236;50222236;50222236;50225229;50225229;50225229;50225229;50225229;50225229;50225229;50225229;50226859;50226859;50226859;50226859;50226859;50226859;50226859;50226859;50228307;50228307;50228307;50228307;50228307;50228307;50228307;50228307;50230302;50230302;50230302;50230302;50230302;50230302;50230302;50230302;50232347;50232347;50232347;50232347;50232347;50232347;50232347;50232347;50232717;50232717;50232717;50232717;50232717;50232717;50232717;50232717;50242094;50242094;50242094;50242090;50242094;50242094;50242094;50242094;50252713;50252713;50252713;50252678;50252713;50252713;50252713;50252713;50259843;50259843;50259843;50259843;50259843;50259843;50259843;50262367;50262367;50262367;50262367;50262367;50262367;50262367;50288153;50288153;50288153;50288153;50288153;50288153;50288153;50313039;50313039;50313039;50313039;50313039;50313039;50313039;50333617;50333617;50333617;50333617;50333617;50333617;50333617;50378996;50378996;50378996;50378996;50378996;50378996;50378996;50475452;50475431;50475452;50475431;50475452;50475431;50475452;50636444;50636444;50636444;50678485;50678646;50678646;50678485;50678485;50678485;50678646	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8441	2	3	6	28	4	13	7	10	6	29	13	18
ENSMUSG00000098916.1	chr19	50144491	50144615	+	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110007.2	chr19;chr19;chr19;chr19;chr19;chr19;chr19	50146938;50147014;50168462;50175983;50178164;50178420;50179252	50147149;50147149;50169777;50176185;50178276;50178506;50180652	+;+;+;+;+;+;+	3332	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097446.1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	50677406;50743578;50744110;50749372;50749956;50775036;50776923;50778033	50677516;50743931;50744281;50749464;50750419;50775317;50777092;50778662	+;+;+;+;+;+;+;+	2276	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117758.1	chr19;chr19	50705722;50713522	50706014;50713685	-;-	457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089094.1	chr19	50812324	50812360	+	37	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118338.1	chr19	51144749	51148034	+	3286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065143.1	chr19	51239690	51239796	-	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117806.1	chr19	51631549	51632627	+	1079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118158.1	chr19	51674388	51674650	-	263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097719.1	chr19	51792226	51792602	+	377	2	2	3	2	2	2	2	2	2	2	2	2
ENSMUSG00000117867.1	chr19;chr19;chr19;chr19;chr19	51891724;51893146;51913933;51916118;51919917	51892065;51893245;51913998;51916269;51920333	-;-;-;-;-	1077	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118173.1	chr19;chr19;chr19	51913963;51978397;51984315	51914006;51978439;51984533	+;+;+	306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035804.5	chr19;chr19	52264297;52264610	52264491;52265476	+;+	1062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118128.1	chr19;chr19	52303521;52306063	52303635;52308652	+;+	2705	19	16	18	16	16	16	17	16	17	17	19	16
ENSMUSG00000118114.1	chr19;chr19;chr19;chr19;chr19	52337165;52338857;52341314;52343693;52345453	52337332;52338954;52341487;52343826;52345933	+;+;+;+;+	1055	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000117896.1	chr19;chr19;chr19;chr19	52923181;52923242;52925573;52940759	52923500;52923500;52926931;52941209	+;+;+;+	2130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025027.18	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	52931926;52931930;52943417;52946141;52947867;52948639;52990653;52990653;52991180;52991182;52991183;52991183;52995364;52995421;52995421;52995421;52995421;52995421;52995421;52995421;52995421;52995421;52995421;52996249;52996249;52996249;52996249;52996249;52996249;52996249;52996249;52996249;52996249;52996249;52996900;52996900;52996900;52996900;52996900;52996900;52996900;52996900;52996900;52996900;52997874;52997874;52997874;52997874;52997874;52997874;52997874;52997874;52997874;52997874;52999152;52999152;52999152;52999152;52999152;52999152;52999152;52999152;52999152;52999152;53000389;53000389;53000389;53000389;53000389;53000389;53000389;53000389;53000389;53002474;53002474;53002474;53002474;53002474;53002474;53002474;53002474;53002474;53002679;53002679;53002679;53002679;53002679;53002679;53002679;53002679;53002679;53003764;53003764;53003764;53003764;53003764;53003764;53003764;53003764;53003764;53004764;53004764;53004764;53004764;53004764;53004764;53004764;53004764;53004764;53006155;53006155;53006155;53006155;53006155;53006155;53006155;53006155;53007871;53007871;53007871;53007871;53007871;53007871;53007871;53007871;53007891;53010067;53010068;53010068;53010068;53010068;53010068;53010068;53010068;53010068;53010068;53011766;53011766;53011766;53011766;53011766;53011766;53011766;53011766;53011766;53011766;53012182;53012189;53012189;53012189;53012189;53012189;53012189;53012189;53012189;53012189;53012189;53012211;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53013399;53014611;53014611;53014611;53014611;53014611;53014611;53014611;53014611;53014611;53014611;53015216;53017426;53019986;53019986;53025259;53025259;53025259;53025259;53025259;53025259;53025259;53025259;53025259;53032009;53032009;53032009;53032009;53032009;53032009;53032009;53032499;53032625;53034858;53038514;53038514;53038514;53038514;53038514;53038514	52932262;52932262;52943656;52947463;52947926;52948683;52991719;52991719;52991719;52991719;52991719;52991719;52995519;52995519;52995519;52995519;52995519;52995519;52995519;52995519;52995519;52995519;52995519;52996633;52996325;52996325;52996325;52996325;52996325;52996325;52996325;52996325;52996325;52996325;52997073;52997073;52997073;52997073;52997073;52997073;52997073;52997073;52997073;52997073;52997943;52997943;52997943;52997943;52997943;52997943;52997943;52997943;52997943;52997943;52999212;52999873;52999212;52999212;52999212;52999212;52999212;52999212;52999212;52999212;53000460;53000460;53000460;53000460;53000460;53000460;53000460;53000460;53000460;53002551;53002551;53002551;53002551;53002551;53002551;53002551;53002551;53002551;53002737;53002737;53002737;53002737;53002737;53002737;53002737;53002737;53002737;53003814;53003814;53003814;53003814;53003814;53003814;53003814;53003814;53003814;53004853;53004853;53004904;53004853;53004853;53004853;53004853;53004853;53004853;53006365;53006365;53006365;53006365;53006365;53006365;53006365;53006365;53007952;53007952;53007952;53007952;53007952;53007952;53007952;53007952;53007952;53010163;53010163;53010163;53010163;53010163;53010163;53010163;53010163;53010163;53010163;53011909;53011909;53011909;53011909;53011909;53011909;53011909;53011909;53011909;53011909;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53012281;53013503;53013604;53013503;53013503;53013503;53013503;53013503;53013503;53013503;53013503;53013503;53013503;53014674;53014674;53014674;53014674;53014674;53014674;53014674;53014674;53014674;53014674;53015340;53017513;53020131;53020296;53025383;53025383;53025383;53025383;53025383;53025383;53025383;53025383;53025383;53032145;53032097;53032097;53032097;53032146;53032097;53032145;53032825;53032821;53035392;53038564;53038560;53040214;53038641;53038553;53038641	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9234	3155	1823	3365	3282	2610	2390	3179	2022	3395	3179	2231	2789
ENSMUSG00000098730.1	chr19	53010656	53010756	-	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099988.7	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53033648;53076218;53076227;53076243;53076252;53076252;53078535;53079193;53079193;53080631;53080777;53081465;53081465;53081465;53083999;53083999;53083999;53083999;53083999;53083999	53033924;53076445;53076445;53076445;53076445;53076445;53079384;53079384;53079384;53080742;53082244;53083081;53082143;53083081;53084396;53084392;53084516;53084395;53084392;53084396	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118233.1	chr19;chr19;chr19	53128684;53130884;53131106	53129008;53130989;53131793	+;+;+	1119	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000118003.1	chr19	53134472	53135325	-	854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025026.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53140443;53140477;53140477;53140503;53140517;53141574;53141597;53142756;53142796;53142974;53143005;53143997;53146716;53159380;53181596;53194953;53198004;53198046;53203414;53203414;53203414;53203414;53203414;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53216801;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53226591;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53231180;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232124;53232356;53233026;53233026;53233026;53233026;53233026;53233026;53233026;53233026;53233026;53233026;53233026;53233573;53233573;53233573;53233573;53233573;53233573;53233573;53233573;53233573;53233573;53233573;53233825;53233825;53233825;53233825;53233825;53233825;53233825;53233825;53233825;53233825;53233825;53234779;53234779;53234779;53234779;53234779;53234779;53234779;53234779;53234779;53234779;53234779;53236594;53236594;53236594;53236594;53236594;53236594;53236594;53236594;53236594;53236594;53236594;53238403;53238403;53238403;53238403;53238403;53238403;53238403;53238403;53238403;53238403;53238403;53239407;53239407;53239407;53239407;53239407;53239407;53239407;53239407;53239407;53239407;53239407;53242504;53242504;53242504;53242504;53242504;53242504;53242504;53242504;53242504;53242504;53242504;53244310;53244310;53244310;53244310;53244998;53244998;53244998;53244998;53244998;53244998;53244998;53244998;53244998;53244998;53244998	53140714;53140714;53140714;53140714;53140714;53141658;53141664;53143089;53143089;53143089;53143089;53144018;53146755;53159632;53181734;53195027;53198231;53198110;53203475;53203475;53203475;53203475;53203475;53216830;53217015;53217015;53217015;53217015;53217015;53217015;53217015;53217015;53217015;53216935;53217015;53217015;53217015;53217015;53217015;53226729;53226729;53226729;53226729;53226608;53226729;53226729;53226729;53226729;53226729;53226729;53226729;53226729;53226729;53231331;53231331;53231331;53231331;53231331;53231331;53231331;53231331;53231331;53231331;53231331;53231865;53231331;53232206;53232204;53232204;53232204;53232204;53232204;53232204;53232204;53232204;53232204;53232204;53232204;53232433;53233175;53233175;53233175;53233175;53233175;53233175;53233175;53233175;53233175;53233175;53233175;53233716;53233716;53233716;53233716;53233716;53233716;53233716;53233716;53233716;53233716;53233716;53233923;53233923;53233923;53233923;53233923;53233923;53233923;53233923;53233923;53233923;53233923;53234961;53234961;53234961;53234961;53234961;53234961;53234961;53234961;53234961;53234961;53234961;53236851;53236851;53236851;53236851;53236851;53236851;53236851;53236851;53236851;53236851;53236851;53238522;53238522;53238522;53238522;53238522;53238522;53238522;53238522;53238522;53238522;53238522;53239493;53239493;53239493;53239493;53239493;53239493;53239493;53239493;53239493;53239493;53239493;53242627;53242627;53242627;53242627;53242627;53242627;53242627;53242627;53242627;53242627;53242627;53244405;53244405;53244405;53244405;53247087;53245896;53247399;53247087;53245896;53247208;53245896;53245896;53246940;53245896;53247399	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6380	1168	793	7449	7044	2070	1778	1309	603	7171	6701	1574	1953
ENSMUSG00000088855.1	chr19	53159757	53159863	-	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118314.1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53248736;53248736;53248739;53248885;53249327;53249386;53249386;53249386;53250795;53251925;53253245;53253245;53255082;53255082;53255082;53255082;53265056	53248953;53248953;53248953;53248953;53249385;53249531;53249531;53249531;53250918;53252152;53253515;53253515;53255198;53255199;53255190;53255220;53265405	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118350.1	chr19	53266631	53266864	+	234	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025025.14	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53310518;53313066;53329413;53329458;53329461;53329696;53329808;53330408;53331351;53331351;53331351;53331351;53331351;53331351;53331351;53331351;53332016;53346451;53346451;53346451;53346451;53346451;53346451;53369542;53369542;53369542;53369542;53369542;53369542;53369542;53370023;53370190;53370190;53370190;53370190;53370190;53370190;53370190;53371573;53371573;53371573;53371573;53371573;53371573;53371573;53371573	53310973;53313301;53329720;53329805;53329720;53329795;53329951;53330600;53331483;53331483;53331483;53331483;53331483;53331483;53331483;53331483;53332561;53346480;53346480;53346480;53346480;53346480;53346480;53369656;53369656;53369656;53369656;53369656;53369656;53369656;53370361;53370361;53370361;53370361;53370361;53370361;53370361;53370361;53372482;53371811;53371947;53372460;53375810;53372460;53373154;53373293	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6823	501	862	707	861	554	635	435	926	566	594	491	609
ENSMUSG00000118369.1	chr19;chr19;chr19;chr19	53320598;53323614;53325079;53325646	53321603;53325743;53325194;53325725	-;-;-;-	3136	0	14	0	0	0	3	0	7	0	3	0	4
ENSMUSG00000067085.1	chr19	53371566	53371766	-	201	0	0	0	0	0	0	2	0	1	0	0	0
ENSMUSG00000025024.7	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53379390;53379396;53379879;53379880;53381241;53381241;53381241;53381241;53383557;53383557;53383557;53383557;53384454;53384454;53384454;53384454;53384467;53386373;53389303;53389303;53389303;53389303;53389303;53389863;53390147;53390416;53390416	53380601;53380601;53380601;53380601;53381394;53381394;53381394;53381394;53383718;53383735;53383718;53383735;53384596;53384596;53384596;53384596;53384596;53386556;53389422;53389422;53389422;53389422;53389422;53390041;53390289;53390574;53390578	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2477	1325	1577	757	1069	1057	1182	1202	1598	747	882	877	1222
ENSMUSG00000117768.1	chr19	53390789	53391795	+	1007	2	9	8	10	2	3	6	9	8	10	6	6
ENSMUSG00000097636.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53443230;53444014;53445250;53446341;53446341;53446776;53447156;53447156;53449275;53450204;53451413;53451413;53451622;53451622;53451641;53451641;53453701;53453701;53454053;53454053;53454053;53461646;53463308;53464686;53464686	53443547;53445344;53445344;53446483;53446483;53446887;53447313;53447313;53451192;53451503;53451491;53451503;53451764;53451764;53451724;53453857;53453857;53453843;53454136;53454094;53454103;53463492;53463492;53464796;53464783	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8569	1	3	0	7	1	0	2	2	1	0	0	1
ENSMUSG00000097779.2	chr19;chr19	53460622;53461716	53461107;53462723	+;+	1494	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000118378.1	chr19	53483494	53486485	+	2992	0	1	0	0	2	0	0	4	0	0	0	1
ENSMUSG00000118210.1	chr19	53528609	53529655	-	1047	3	16	1	2	1	4	2	3	0	1	2	1
ENSMUSG00000034765.6	chr19;chr19;chr19;chr19	53529109;53533826;53537457;53540916	53529696;53533974;53537676;53542431	+;+;+;+	2473	1126	9885	363	864	1066	1930	813	8860	391	696	605	1499
ENSMUSG00000071497.4	chr19	53588168	53589068	-	901	830	534	982	891	793	693	778	524	960	830	736	857
ENSMUSG00000118159.1	chr19	53598542	53599411	-	870	1	1	8	3	2	5	4	1	6	2	3	5
ENSMUSG00000024974.10	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	53600398;53601483;53613815;53615106;53618069;53618467;53618771;53620589;53621731;53622604;53623052;53623467;53624949;53627851;53628053;53628667;53629244;53631487;53633959;53635467;53635671;53636381;53636381;53638698;53639327;53640762;53641098;53641525;53641861;53643358;53643844;53644707;53644707	53600554;53601558;53613853;53615173;53618140;53618546;53618849;53620706;53621906;53622684;53623216;53623588;53625162;53627954;53628152;53628827;53629385;53631637;53634111;53635822;53635822;53636495;53636539;53638805;53639435;53641009;53641310;53641716;53642038;53643950;53643950;53645833;53644808	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5541	1787	992	2394	2625	2075	1669	1669	1061	2350	2074	1801	1683
